element,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169,170,171,172,173,174,175,176,177,178,179,180,181,182,183,184,185,186,187,188,189,190,191,192,193,194,195,196,197,198,199
Tc,6.704526,7.409288,6.026045,2.529488,9.728905,0.0,0.0,0.0,7.1130095,5.5552864,7.15881,0.0,7.3261504,0.0,11.236666,0.0,0.0,9.702784,0.0,7.513102,5.5735245,8.600051,0.38489047,6.518783,8.836147,6.1021504,2.049282,3.662889,0.0,6.9946856,0.0,21.313938,0.0,0.0,0.0,7.0432625,7.1517563,6.360096,19.8572,0.0,0.0,0.9949518,5.933903,0.0,3.4253445,4.4348297,0.0,0.090951316,6.9404693,9.28678,0.0,5.8671374,10.992809,9.244161,0.0,5.9542456,8.322861,1.7136829,7.2724867,19.39113,8.256754,7.3178816,0.7087976,0.0,0.32316685,22.254665,7.29674,7.378847,9.851418,0.0,9.769766,3.8892736,19.862793,11.916406,18.370543,5.3109746,0.0,16.612312,0.0,0.0,0.0,7.57426e-05,4.740683,7.707025,0.0,0.0,6.3655963,5.881472,1.9806753,6.871848,8.835892,7.94128,0.0,5.450577,12.9831915,6.8252683,6.7325773,5.840235,7.0009804,2.934029,12.980473,0.0,8.4142065,0.0,6.9946713,4.5029655,0.0,5.077771,1.7375661,0.0,0.0,7.818163,8.654568,6.391915,8.533037,4.9432855,5.80912,0.0,6.145661,4.319744,0.0,4.483458,0.0,9.035756,0.0,0.0,7.983444,3.6242373,4.8744183,0.0,19.519104,23.387554,0.6700649,0.0,0.0,17.230247,0.0,0.0,0.0,10.019968,8.47169,19.230124,6.7111135,0.0,0.0,7.597882,3.853783,0.0,0.0,6.3266377,3.7289004,4.033107,0.0,0.0,7.739026,6.357833,13.755908,1.4069432,0.0,11.650287,12.168974,6.9046845,0.0,7.6134615,10.397683,0.0,8.641844,2.9079695,7.114755,8.050042,12.44249,0.0,2.1917512,9.137658,0.0,0.0,0.0,0.0,0.0,0.0,6.2205925,0.0,0.5782049,0.9454315,0.0,4.903088,11.973887,3.4122105,0.0,5.240734,0.0,0.0,0.0,5.6335382,0.0,5.07655,9.860504,0.0,21.59718,0.0
Hg,16.399813,14.420346,18.220163,0.24412885,7.048584,0.0,0.0,0.0,18.673483,18.278557,11.851809,0.0,13.735352,0.0,21.258677,0.0,0.0,7.670822,0.0,16.0286,25.200954,22.120026,0.0,17.26187,3.7475307,17.039625,5.786895,13.643972,0.0,13.699842,0.0,2.4166021,0.0,0.0,0.0,20.242416,21.8684,0.73574066,14.110728,0.0,0.0,9.513651,15.501054,0.0,27.208158,16.848022,0.0,9.042559,17.85858,19.533484,0.0,20.997278,3.9770024,19.323978,0.0,12.213763,16.218925,26.165613,22.501278,9.691893,19.80157,15.498052,2.6456404,0.0,0.0,4.707177,4.2655463,14.282034,9.871466,0.0,3.844402,18.45808,16.247396,7.9442015,2.1944842,19.220713,0.0,8.626426,0.0,0.0,0.0,0.0,13.94206,19.93549,0.0,0.0,23.00093,20.389772,10.554745,17.118618,14.448404,1.9809709,0.0,5.3973584,13.846616,20.902819,12.272531,17.033583,20.90861,19.43905,13.239931,0.0,24.508945,0.0,12.109,15.409843,0.0,25.691517,0.49828854,0.0,0.0,19.208675,19.28003,16.316528,0.0,17.83934,17.189161,0.0,17.148827,21.529419,0.0,14.8782215,0.0,19.256662,0.0,0.0,18.882965,18.654926,9.22984,0.0,10.304106,6.2866716,17.538889,0.0,0.0,13.086712,1.4939328,0.0,0.0,9.431837,13.8191185,5.7007303,17.9985,0.0,0.0,28.985617,13.137333,0.0,0.0,14.515203,16.40854,17.8276,0.0,0.0,20.717318,18.162252,19.667953,0.0,0.0,3.011193,2.1777596,28.042711,2.2267807,15.370363,18.106478,0.0,21.31331,18.778872,21.113861,13.290505,9.76785,0.0,16.84845,22.73444,0.0,0.0,0.0,0.0,0.0,0.0,17.99768,0.0,15.151022,10.034624,0.0,18.473103,23.485697,3.1084883,0.0,18.841236,0.0,0.0,0.0,22.11744,0.0,12.281275,9.233178,0.0,11.450223,0.0
Pu,7.166408,8.052747,11.920013,1.7145878,16.87617,0.0,0.0,0.0,9.2069,4.1171865,4.9035134,0.0,7.913652,0.0,2.1553977,0.0,0.0,0.5092918,0.0,9.31759,10.631431,10.444377,4.158555,9.216816,17.013195,19.643904,2.2497392,14.721047,0.0,13.2014675,0.0,1.4713908,0.0,0.0,0.0,11.352823,10.442653,1.0430877,11.914976,0.0,0.0,0.01447238,1.817067,0.0,14.167107,5.132418,0.0,5.271686,8.39583,9.631702,0.0,1.3551421,10.172244,6.7131023,0.0,5.77054,10.414483,2.2901459,8.005587,16.852488,9.019963,6.9661703,24.797165,0.0,0.67450994,1.8569009,15.758557,2.7156959,14.453405,0.0,18.756907,6.831056,3.904288,7.1598973,7.5702033,6.663962,0.0,13.792118,0.0,0.0,0.0,0.0,7.7722673,8.293355,0.0,0.0,7.1721807,9.401836,5.7009435,5.3974056,10.07181,14.479076,0.0,10.004969,20.309946,11.545088,4.137454,4.4957004,12.048149,8.0638275,25.893715,0.0,11.918428,0.0,9.351388,9.055155,0.0,10.237434,13.0928755,0.0,0.0,3.0613134,8.278248,2.6517007,0.14487593,6.7564235,8.063773,0.0,5.1760206,10.758861,0.0,8.801075,0.0,8.502188,0.0,0.0,7.932401,8.378253,4.5785847,0.0,3.9476864,8.740273,2.4513857,0.0,0.0,10.632255,0.7944163,0.0,0.0,10.597722,29.676077,0.002185993,8.006033,0.0,0.0,8.761382,7.9133463,0.0,0.0,7.2637296,9.180111,5.9966607,0.0,0.0,11.05962,7.409888,6.045241,0.29046562,0.0,13.280483,1.8815755,8.262923,0.1270816,5.45325,11.435082,0.0,11.954862,4.653824,11.028011,14.955535,4.039567,0.0,1.0165374,9.42697,0.0,0.0,0.0,0.0,0.0,0.0,10.445558,0.0,17.11677,4.4000764,0.0,7.314168,11.461764,7.1373234,0.0,8.015372,0.0,0.0,0.0,11.795686,0.0,7.8754954,20.522469,0.0,10.132618,0.0
Al,23.95428,19.588867,25.464148,1.7218058,2.7096596,0.0,0.0,0.0,22.641167,17.894115,15.011067,0.0,17.385149,0.0,30.919687,0.0,0.0,6.167276,0.0,21.338173,28.15733,28.52058,0.36849463,20.950888,1.0496285,6.7333126,3.6358457,6.038347,0.0,9.446633,0.0,10.3337555,0.0,0.0,0.0,22.482199,24.1956,0.93561053,1.3384877,0.0,0.0,4.402039,21.677494,0.0,28.375134,19.784164,0.0,9.598422,21.61305,27.800627,0.0,25.653433,0.9123766,25.949682,0.0,16.196877,24.435513,21.828445,27.2102,3.5356567,26.05009,24.616346,6.282582,0.0,0.67142326,8.696365,4.417084,17.88229,1.1537333,0.0,3.244377,22.56933,7.162769,7.177259,2.9625506,22.670805,0.0,5.3521743,0.0,0.0,0.0,0.0,18.830315,25.550646,0.0,0.0,24.919863,23.39214,19.66411,24.965727,2.6534066,2.6977835,0.0,5.6680593,6.0530295,25.959839,17.744696,21.529203,25.391901,23.913939,2.055579,0.0,26.780008,0.0,16.273,19.618864,0.0,27.597984,4.9883986,0.0,0.0,23.022999,25.065973,15.529205,4.376809,23.62108,21.272797,0.0,19.979122,29.210579,0.0,22.136408,0.0,23.477222,0.0,0.0,21.506245,22.160446,12.6318035,0.0,8.390858,0.39065793,18.233685,0.0,0.0,9.490604,1.9438605,0.0,0.0,2.3694031,1.5904002,5.0275054,19.53606,0.0,0.0,27.31247,12.753515,0.0,0.0,19.384474,22.084635,19.770864,0.0,0.0,30.63414,24.033836,20.456127,0.0,0.0,2.9800828,7.2662573,26.430368,0.07973748,18.731157,18.535206,0.0,29.216074,21.694578,24.902443,10.093425,4.1194763,0.0,5.034169,25.906788,0.0,0.0,0.0,0.0,0.0,0.0,22.835514,0.0,6.127961,20.071388,0.0,20.98613,33.09859,4.924662,0.0,25.20117,0.0,0.0,0.0,24.971678,0.0,18.092476,3.9536457,0.0,2.55178,0.0
Tm,16.751286,14.088466,13.55607,1.1677829,9.4932995,0.0,0.0,0.0,16.966642,14.821552,10.021269,0.0,12.906618,0.0,10.9854555,0.0,0.0,18.72568,0.0,12.390722,13.871761,18.674324,0.68209344,12.974984,16.056772,15.796588,1.454237,0.56717896,0.0,1.7366381,0.0,3.2288718,0.0,0.0,0.0,16.318348,18.33933,0.07041508,13.29989,0.0,0.0,4.0923643,9.730343,0.0,7.238427,11.814403,0.0,5.2912235,13.888103,13.273617,0.0,18.909517,10.792112,14.193792,0.0,12.784605,16.196121,9.288944,18.625551,13.853996,14.697042,14.497186,0.8965104,0.0,0.42763323,3.7100103,17.364086,11.725401,15.204146,0.0,9.217431,16.969368,0.0,17.57014,8.695594,14.830322,0.0,7.8615503,0.0,0.0,0.0,0.0,13.091086,15.470706,0.0,0.0,14.304536,17.771936,3.3637261,15.663783,8.07263,21.284393,0.0,9.655756,3.6794417,16.960562,9.959726,11.734087,15.819983,11.320337,11.247328,0.0,16.304314,0.0,18.06949,18.904234,0.0,17.530922,20.125689,0.0,0.30391994,9.36793,13.81171,10.408585,34.757236,13.003569,10.921125,0.0,8.687979,15.686096,0.0,14.798792,0.0,10.811512,0.0,0.0,17.718119,13.969061,9.06381,0.0,15.938421,9.353004,9.7561455,0.0,0.0,16.196785,0.8673283,0.0,0.0,15.012117,6.127919,0.0072773024,15.306945,0.0,0.0,19.400177,10.837818,0.0,0.0,13.031704,9.8774,11.901644,0.0,0.0,17.017668,14.780832,9.463643,0.0,0.0,14.316825,20.591879,18.424498,0.6481487,2.7285833,15.382322,0.0,19.913198,15.455694,15.202961,19.635576,2.027186,0.0,3.6927643,16.03235,0.0,0.0,0.0,0.0,0.0,0.0,15.326128,0.0,2.2672718,12.088151,0.0,12.601481,15.244932,2.643497,0.0,17.546618,0.0,0.0,0.0,17.39622,0.0,11.770192,11.043404,0.0,14.965496,0.0
Tb,19.860325,17.475134,19.98935,0.5327146,7.7469893,0.0,0.0,0.0,17.278519,13.76713,13.016286,0.0,15.604657,0.0,24.065872,0.0,0.0,11.779846,0.0,17.894318,17.087925,28.082026,0.0081526935,16.471952,13.588535,9.80267,3.983931,8.49091,0.0,4.1653595,0.0,2.5892076,0.0,0.0,0.0,23.31565,23.949087,3.0862277,7.128496,0.0,0.0,0.008152083,15.862565,0.0,23.703121,15.378012,0.0,8.986907,17.766306,18.891113,0.0,19.418337,13.393716,16.921263,0.0,12.152599,21.718351,22.615646,21.681559,9.721777,19.81636,18.426773,2.3067544,0.0,0.33427376,1.7235477,12.400916,17.714828,10.989291,0.0,8.730496,19.884031,1.832418,19.082506,2.8281658,15.76323,0.0,11.616555,0.0,0.0,0.0,0.0,15.000917,25.399218,0.0,0.0,21.006437,17.290865,13.917452,24.568624,14.715024,8.246529,0.0,9.568707,2.6670978,25.541468,14.913606,18.646955,17.583101,15.313309,10.401533,0.0,18.250029,0.0,15.932735,18.429363,0.0,22.063627,16.724424,0.0,0.0,14.781534,17.537397,12.708855,9.187369,19.792131,16.406435,0.0,13.384058,17.889086,0.0,16.982393,0.0,19.328026,0.0,0.0,16.331638,16.256594,15.64651,0.0,16.720987,9.972383,11.683898,0.0,0.0,13.280578,9.473876,0.0,0.0,9.193777,9.436387,6.210782,16.74163,0.0,0.0,26.17126,5.4652,0.0,0.0,17.960697,13.709595,16.956202,0.0,0.0,18.099218,22.861458,21.952812,0.0,0.0,9.621515,3.1131463,16.52014,0.0,11.000401,16.177237,0.0,25.346493,20.759516,21.278425,16.162653,12.649588,0.0,5.8745623,20.505434,0.0,0.0,0.0,0.0,0.0,0.0,17.517668,0.0,10.194391,10.995289,0.0,16.189386,23.186132,2.055142,0.0,20.341034,0.0,0.0,0.0,21.456003,0.0,12.3759575,13.414531,0.0,9.47506,0.0
Ho,19.21704,15.436278,19.876076,1.6522583,6.257604,0.0,0.0,0.0,19.051046,8.982946,11.403939,0.0,14.277251,0.0,25.336706,0.0,0.0,15.046613,0.0,15.711503,17.749134,26.763,0.6782698,14.641092,10.463528,17.184246,0.04500699,3.7130175,0.0,0.0006895177,0.0,5.611656,0.0,0.0,0.0,16.668108,22.725323,1.8070252,10.5455,0.0,0.0,3.8194547,13.110306,0.0,19.70992,16.337315,0.0,9.538342,18.921406,19.58218,0.0,22.024912,14.590061,13.766261,0.0,13.685336,17.768816,21.027992,17.137482,14.1570425,22.3076,17.584152,0.006531138,0.0,1.1230623,15.303292,12.885268,14.19143,13.7075405,0.0,0.0,15.320379,1.8242289,16.898125,12.792213,17.590746,0.0,10.023924,0.0,0.0,0.0,0.0,14.828726,23.836878,0.0,0.0,16.925596,18.85911,11.871391,18.919107,1.3520594,11.668083,0.0,15.443933,3.331754,21.145008,12.711603,15.330174,21.23539,14.731963,15.379691,0.0,21.545061,0.0,17.503092,18.406794,0.0,17.700989,18.515265,0.0,0.0,16.11417,14.187109,10.1543665,12.320938,16.062592,15.049015,0.0,12.758632,17.321295,0.0,16.572634,0.0,16.174757,0.0,0.0,15.167942,15.421344,16.916351,0.0,9.022516,7.6896777,10.689428,0.0,0.0,13.608136,0.70250523,0.0,0.0,18.55161,8.7344885,0.5516467,16.655882,0.0,0.0,27.102991,3.1979883,0.0,0.0,16.812725,16.00417,16.759283,0.0,0.0,17.974928,19.749456,12.955278,0.0,0.0,13.257837,0.0066736266,16.905956,0.364541,8.075237,14.691714,0.0,23.04837,19.712244,20.867548,12.235899,5.7633214,0.0,4.229623,20.457699,0.0,0.0,0.0,0.0,0.0,0.0,18.407148,0.0,13.7505665,11.001769,0.0,13.718931,25.650377,2.7033653,0.0,24.680538,0.0,0.0,0.0,17.253012,0.0,15.555577,12.08596,0.0,10.474767,0.0
Nb,18.954744,17.834084,23.524702,1.9334643,7.6935062,0.0,0.0,0.0,21.791145,13.33308,14.056783,0.0,18.189173,0.0,29.937145,0.0,0.0,5.7582088,0.0,21.737957,21.787361,26.951208,3.2227538,16.676947,9.183595,3.2564054,16.831638,4.624167,0.0,6.9194646,0.0,10.367156,0.0,0.0,0.0,22.350006,23.458963,1.0255208,6.444362,0.0,0.0,3.2725585,18.366617,0.0,27.463053,14.490996,0.0,9.58484,19.243067,25.95032,0.0,21.880497,2.4333627,18.546698,0.0,15.889737,20.054192,22.892937,24.267677,7.8168554,22.35572,21.00288,8.874291,0.0,0.86014843,11.948785,7.627988,15.826563,2.5207412,0.0,7.5991507,20.3915,10.251566,11.573876,6.77412,18.303827,0.0,10.086008,0.0,0.0,0.0,0.0,15.703669,25.87874,0.0,0.0,24.753925,22.47327,19.258259,24.765142,2.353645,2.750517,0.0,11.490242,2.4756646,23.031631,14.9191475,18.354286,23.641315,18.998129,8.765533,0.0,22.205666,0.0,16.847712,20.061287,0.0,25.37069,8.121349,0.0,0.0,16.313799,19.75074,14.286727,5.5078135,16.876562,18.227732,0.0,19.794294,25.484945,0.0,20.341898,0.0,23.043432,0.0,0.0,14.683411,19.040274,16.047512,0.0,4.4763627,5.498289,11.564739,0.0,0.0,12.077943,1.3643726,0.0,0.0,5.0647554,5.2811046,7.9104333,18.738525,0.0,0.0,28.700605,5.9672117,0.0,0.0,18.727837,19.118855,20.503788,0.0,0.0,24.34662,21.61094,27.281773,0.0,0.0,3.2418337,2.3717399,24.58446,0.0,18.404028,23.533733,0.0,27.782637,18.592577,23.718569,6.283706,4.72327,0.0,10.750687,25.204918,0.0,0.0,0.0,0.0,0.0,0.0,17.216047,0.0,4.855498,15.682592,0.0,18.062775,26.075071,3.7164383,0.0,24.624588,0.0,0.0,0.0,22.139818,0.0,18.261238,6.749443,0.0,6.5643044,0.0
Ge,22.596106,17.827345,23.399183,0.9974104,2.6476781,0.0,0.0,0.0,20.290014,15.369253,12.974631,0.0,15.310632,0.0,29.094559,0.0,0.0,2.7124994,0.0,20.659359,24.125175,26.559408,1.2967374,16.571924,2.920854,10.218011,4.940572,11.332509,0.0,12.005897,0.0,8.3527775,0.0,0.0,0.0,25.83847,22.480774,2.51716,5.4174895,0.0,0.0,9.602595,18.093143,0.0,27.119568,18.002386,0.0,12.60845,19.696842,22.302011,0.0,22.757435,2.2353218,20.416376,0.0,14.6123705,21.005747,22.934242,23.05243,2.4052956,23.350174,19.475878,8.473173,0.0,0.57500213,7.6970887,5.5639825,17.218983,6.890454,0.0,8.569381,20.962688,6.4046693,9.95594,1.725729,19.30017,0.0,3.4763172,0.0,0.0,0.0,0.0,17.26486,25.664352,0.0,0.0,25.038958,21.53549,15.369221,24.585497,10.379448,6.920542,0.0,0.0,9.548106,27.976942,15.456593,22.293688,22.453856,22.482069,6.1241636,0.0,22.198303,0.0,17.823065,20.248255,0.0,27.599743,5.709579,0.0,0.0,20.899,21.34507,14.4518,4.7433844,21.18319,15.517105,0.0,20.96215,22.718548,0.0,19.835463,0.0,24.031736,0.0,0.0,22.971678,17.932676,13.436393,0.0,8.097432,2.3038661,18.149204,0.0,0.0,16.702791,0.9629487,0.0,0.0,1.1129923,3.1565514,10.814629,23.669365,0.0,0.0,26.095934,11.931776,0.0,0.0,18.0049,18.82124,15.829615,0.0,0.0,25.23916,23.93457,19.36718,0.0,0.0,3.9915988,6.610355,23.938644,0.92573625,13.987325,15.816074,0.0,25.826897,20.372892,22.063848,9.67875,15.238714,0.0,6.807089,25.560274,0.0,0.0,0.0,0.0,0.0,0.0,22.916811,0.0,13.917795,21.31351,0.0,19.90038,29.55517,2.993965,0.0,23.009666,0.0,0.0,0.0,25.226841,0.0,17.920208,8.871464,0.0,3.845003,0.0
Zr,19.729101,16.716793,21.44449,4.226602,8.820634,0.0,0.0,0.0,19.32385,16.8332,12.218011,0.0,16.302746,0.0,25.393127,0.0,0.0,7.0820193,0.0,19.29874,24.267124,27.381332,0.32328498,16.367443,8.908339,6.920849,6.462256,0.0,0.0,8.439897,0.0,6.8234677,0.0,0.0,0.0,22.123974,23.722355,2.5049877,5.504715,0.0,0.0,2.0708253,15.048445,0.0,26.248093,15.468874,0.0,9.391418,17.37627,27.060678,0.0,18.958218,10.559174,20.16886,0.0,14.797707,21.63216,25.38285,24.490942,9.338001,21.855772,21.177467,9.63153,0.0,0.22285984,7.695311,11.613157,14.74212,1.3717811,0.0,10.65401,18.204094,6.475701,9.305844,8.543593,18.41828,0.0,10.872344,0.0,0.0,0.0,0.0,16.707727,23.105873,0.0,0.0,18.21272,18.16169,17.244778,21.484407,2.4658759,10.555644,0.0,7.6033726,6.301682,24.323301,13.539179,18.653296,22.908989,21.358446,10.298613,0.0,20.165869,0.0,15.230591,17.454878,0.0,25.217936,12.893651,0.0,0.0,17.652725,19.928932,11.078803,12.033616,16.66662,17.962364,0.0,14.954429,21.848923,0.0,19.867184,0.0,21.655863,0.0,0.0,15.129637,19.670685,11.672387,0.0,1.8474592,6.5963106,11.581198,0.0,0.0,11.313714,3.9986193,0.0,0.0,5.596088,8.524362,7.3616676,17.193329,0.0,0.0,27.108095,3.0339446,0.0,0.0,18.768623,18.63207,15.551676,0.0,0.0,24.821533,20.134068,24.056572,0.0,0.0,10.901393,11.107074,22.453255,0.0,17.231346,24.62653,0.0,28.656202,15.344638,23.185614,5.0320106,2.4098325,0.0,5.342217,23.034645,0.0,0.0,0.0,0.0,0.0,0.0,20.388632,0.0,3.6775837,18.322529,0.0,15.527048,30.076704,2.3668437,0.0,25.81636,0.0,0.0,0.0,24.126944,0.0,18.865519,8.001761,0.0,4.744133,0.0
Cd,21.58759,18.558125,22.443903,1.2006705,7.35998,0.0,0.0,0.0,20.630182,17.555386,14.31858,0.0,17.735592,0.0,31.285778,0.0,0.0,9.384077,0.0,20.639164,24.920748,29.572859,0.8741724,19.016298,5.939648,8.91343,4.802421,5.9595766,0.0,9.359523,0.0,8.37105,0.0,0.0,0.0,22.767471,22.791239,2.6619973,6.0329456,0.0,0.0,7.7053757,17.998102,0.0,26.02743,20.365412,0.0,11.710273,20.172974,26.524378,0.0,25.366283,2.96741,24.68487,0.0,14.292001,21.630371,21.077076,24.140583,5.6905484,23.366976,20.438929,4.482338,0.0,1.7428694,6.2368245,6.9090686,19.594118,3.752725,0.0,5.4403033,21.8709,11.169347,7.949372,4.250534,21.115923,0.0,7.5649724,0.0,0.0,0.0,0.0,20.319601,25.49918,0.0,0.0,23.877003,22.016111,17.045607,23.693098,7.0430384,6.263399,0.0,4.1384215,8.377682,23.02693,14.40443,21.984549,22.741762,23.08749,4.5495954,0.0,24.602053,0.0,16.739197,19.166,0.0,26.801409,5.6035624,0.0,0.0,18.269144,22.8206,14.372617,2.8045,22.877012,18.579264,0.0,18.494875,24.787497,0.0,20.08504,0.0,21.416065,0.0,0.0,21.70915,18.795376,12.391237,0.0,8.562403,2.232608,17.83854,0.0,0.0,10.805524,3.223103,0.0,0.0,6.0007954,4.789529,7.967898,20.75549,0.0,0.0,26.422487,11.1795435,0.0,0.0,17.063164,21.205719,20.524004,0.0,0.0,25.960537,23.352411,20.117474,0.0,0.0,5.0357404,9.881538,23.356464,0.08119892,17.64353,17.53367,0.0,26.93567,19.739187,22.052307,11.550522,7.9983416,0.0,7.9387565,26.143473,0.0,0.0,0.0,0.0,0.0,0.0,22.445986,0.0,8.105893,17.619942,0.0,19.42412,31.502851,4.289481,0.0,23.44858,0.0,0.0,0.0,23.960653,0.0,17.959074,5.5433955,0.0,5.1091294,0.0
V,23.317705,18.271484,21.725122,1.0134094,6.6105957,0.0,0.0,0.0,21.462181,18.45387,15.660586,0.0,18.682598,0.0,27.843605,0.0,0.0,5.568677,0.0,18.815948,24.084105,28.072903,1.1573081,16.627737,6.119824,7.531552,6.912323,9.438423,0.0,8.482732,0.0,11.210723,0.0,0.0,0.0,21.473463,23.701622,2.3177571,4.4146743,0.0,0.0,7.334384,19.259031,0.0,27.964052,15.747215,0.0,7.3905582,19.588373,23.425695,0.0,24.17988,1.573733,24.421614,0.0,15.488854,22.59592,19.74896,24.243937,8.38288,23.668068,20.687515,3.4330974,0.0,1.6603795,12.280842,7.940921,16.86471,4.5639834,0.0,2.1574755,19.124052,12.826559,8.812201,5.240763,20.61437,0.0,8.5547695,0.0,0.0,0.0,0.0,18.28415,24.651228,0.0,0.0,23.913694,24.09817,18.798761,25.361202,5.954319,4.6843295,0.0,0.76006144,8.969115,21.98229,17.403225,20.408278,22.30189,18.967611,6.393074,0.0,23.54164,0.0,16.20321,18.578497,0.0,23.280594,3.5153508,0.0,0.0,19.93241,20.48436,15.2824,6.047099,21.451313,18.716986,0.0,19.616146,27.58148,0.0,20.599463,0.0,25.481592,0.0,0.0,20.184317,19.430182,11.749956,0.0,8.300879,2.8703744,16.26353,0.0,0.0,11.213623,2.583651,0.0,0.0,2.4944918,3.5544403,9.4692745,20.278025,0.0,0.0,25.016642,14.138471,0.0,0.0,18.186396,20.143517,18.665518,0.0,0.0,23.722565,24.698586,21.305023,0.0,0.0,4.843394,9.426498,22.174513,1.3623314,16.88741,14.551577,0.0,27.261433,20.671492,21.77035,7.6584287,8.684595,0.0,7.452667,25.077478,0.0,0.0,0.0,0.0,0.0,0.0,20.524416,0.0,8.51789,19.295925,0.0,20.019793,28.589182,3.835409,0.0,23.418417,0.0,0.0,0.0,25.27646,0.0,18.422312,3.9992793,0.0,6.655591,0.0
Sr,20.402382,18.504553,24.17803,1.2065817,2.85643,0.0,0.0,0.0,21.79081,13.533705,14.2580385,0.0,16.703875,0.0,29.27106,0.0,0.0,11.219059,0.0,22.08534,21.034311,27.389778,3.535895,17.2217,9.410466,5.080144,3.919169,7.298236,0.0,9.843786,0.0,5.369522,0.0,0.0,0.0,27.440477,21.196886,2.420601,3.0307727,0.0,0.0,6.133315,18.464909,0.0,28.428371,18.968979,0.0,13.590312,19.985897,27.046827,0.0,23.085295,5.9361205,23.62226,0.0,14.317241,20.72193,25.554344,24.344467,4.878305,24.794422,22.766588,6.0271406,0.0,0.60177624,3.619541,6.120397,18.06721,4.6277943,0.0,6.8335333,21.880037,4.47662,9.356349,5.9909043,20.400892,0.0,2.870753,0.0,0.0,0.0,0.0,18.59531,28.829033,0.0,0.0,20.947077,23.730402,18.275812,24.516787,6.1065493,8.418931,0.0,4.2542524,4.9622264,24.072706,15.726152,22.57299,24.04982,20.123589,5.737861,0.0,22.671005,0.0,17.470085,23.782015,0.0,28.548985,11.055624,0.0,0.0,19.124802,21.054962,12.650201,5.119213,23.444723,17.023897,0.0,18.69716,24.560598,0.0,22.020433,0.0,25.02034,0.0,0.0,22.251509,18.100164,17.781069,0.0,9.334373,3.6153953,19.16045,0.0,0.0,11.760737,3.1020885,0.0,0.0,5.901972,1.672715,9.218498,23.17725,0.0,0.0,24.979805,5.1067553,0.0,0.0,17.63025,21.636671,19.775208,0.0,0.0,28.088673,25.724909,20.238543,0.0,0.0,7.3178096,3.9630804,21.523247,0.0,13.672462,20.672285,0.0,27.367235,19.808807,21.496058,11.960096,6.8694696,0.0,5.7128587,25.373074,0.0,0.0,0.0,0.0,0.0,0.0,21.582832,0.0,10.772382,18.533062,0.0,18.804222,30.35581,3.54024,0.0,26.529587,0.0,0.0,0.0,22.665812,0.0,17.825113,4.5701656,0.0,4.5852675,0.0
Ni,25.819004,20.488121,23.758247,2.0036128,3.8319516,0.0,0.0,0.0,22.039999,16.67826,16.565737,0.0,18.1208,0.0,31.586624,0.0,0.0,8.874358,0.0,22.517204,26.99498,32.19401,1.4904847,19.630253,2.658579,5.770072,2.3095722,6.2001185,0.0,8.997657,0.0,9.965787,0.0,0.0,0.0,23.741621,25.443495,1.2302669,2.1068158,0.0,0.0,5.69582,19.980381,0.0,29.640453,20.564228,0.0,9.587583,21.680534,27.463049,0.0,24.20549,0.7219705,26.200867,0.0,16.627182,24.98548,24.081055,24.970892,2.667639,25.221695,23.962662,6.214863,0.0,0.78684145,6.7192407,3.9970293,19.59588,0.29392114,0.0,4.720593,21.826279,6.7998695,6.988273,1.7772942,22.582338,0.0,4.9734917,0.0,0.0,0.0,0.0,18.069958,28.140549,0.0,0.0,22.463282,23.147297,20.387838,25.227636,3.4507897,5.237999,0.0,1.7758838,5.798237,24.385775,16.961506,23.001589,23.061148,23.60381,2.484791,0.0,27.567144,0.0,17.577665,19.811728,0.0,27.365389,2.8403466,0.0,0.0,23.844313,22.642279,14.176746,2.7393155,22.87003,20.36828,0.0,18.156563,29.029943,0.0,21.112974,0.0,26.151966,0.0,0.0,22.995974,21.167686,14.306705,0.0,9.950438,2.4573152,15.039516,0.0,0.0,9.077773,3.9423332,0.0,0.0,1.0618995,5.6029534,4.4294176,20.791222,0.0,0.0,26.496181,10.950682,0.0,0.0,17.041615,20.008104,18.97175,0.0,0.0,28.704962,25.702581,17.91183,0.0,0.0,2.8311892,6.9084454,25.072495,0.39983612,19.540289,19.64771,0.0,28.79448,20.490934,24.372856,11.187087,5.5806365,0.0,5.0626,25.55728,0.0,0.0,0.0,0.0,0.0,0.0,20.709412,0.0,3.9800134,17.045864,0.0,21.380793,32.15318,5.632993,0.0,26.42902,0.0,0.0,0.0,25.156374,0.0,17.26396,2.9282563,0.0,2.3835075,0.0
