element,Number,MendeleevNumber,AtomicWeight,MeltingT,Column,Row,CovalentRadius,Electronegativity,NsValence,NpValence,NdValence,NfValence,NValence,NsUnfilled,NpUnfilled,NdUnfilled,NfUnfilled,NUnfilled,GSvolume_pa,GSbandgap,GSmagmom,SpaceGroupNumber,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169,170,171,172,173,174,175,176,177,178,179,180,181,182,183,184,185,186,187,188,189,190,191,192,193,194,195,196,197,198,199
I,53.0,96.0,126.90447,386.85,17.0,5.0,139.0,2.66,2.0,5.0,10.0,0.0,17.0,0.0,1.0,0.0,0.0,1.0,43.015,1.062,0.0,64.0,0.0,8.889806,0.0,0.0,0.0,0.0,6.1827154,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.479412,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7408672,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.513756,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.474603,0.0,4.0331984,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.90663,0.0,0.0,0.0,0.0,0.0,6.2382503,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.516206,10.799188,0.0,0.0,0.0,0.0,0.0,13.629766,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.150101,0.0,0.25426733,0.0,12.7198925,0.0,0.0,0.0,0.0,12.168376,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.38204,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.013346,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.820942,0.0,0.0,1.9421169,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.5799477,0.0,0.0,0.0,8.71711,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Xe,54.0,102.0,131.293,161.3,18.0,5.0,140.0,2.6,2.0,6.0,10.0,0.0,18.0,0.0,0.0,0.0,0.0,0.0,53.65,6.456,0.0,225.0,0.0,0.0,0.11164574,0.0,0.0,0.0,11.870854,0.0,3.0081499,0.0,0.0,0.0,8.220118,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07538166,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.7992916,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.955184,0.0,0.0,3.5905719,0.0,0.0,0.0,0.0,7.586402,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.52175295,0.0,0.0,0.0,17.894335,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.700854,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.8133616,0.0,0.26500133,0.0,0.0,0.0,0.0,0.0,0.4757295,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.248692,2.3477983,7.058142,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5860164,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3667586,0.0,0.0,0.0,0.0,2.7015524,0.0,0.0,0.0
Cs,55.0,5.0,132.9054519,301.59,1.0,6.0,244.0,0.79,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,115.765,0.0,0.0,229.0,0.0,11.756835,0.0,0.0,0.0,0.0,12.377697,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.95772,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.712423,0.0,0.9384359,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.38176,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.38826,15.044859,0.0,0.0,0.0,0.0,0.0,12.070878,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.557761,0.0,0.71273565,0.0,0.0,0.0,0.0,0.0,0.0,22.629984,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.848876,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.793007,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.392914,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.585874,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3516116,0.0,0.0,12.539386,0.0,0.0,0.0,0.0,2.5642076,0.0,0.0,0.0,2.2086039,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ba,56.0,9.0,137.327,1000.0,2.0,6.0,215.0,0.89,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,63.59,0.0,0.0,229.0,0.0,11.715727,0.0,0.0,0.0,0.0,5.9619637,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.583504,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.945235,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19121999,0.0,0.6145586,0.0,0.0,0.0,0.0,1.0517495,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.358609,17.938185,0.0,0.0,0.0,0.0,0.0,10.911346,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.430313,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.830748,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.8622947,0.0,0.0,0.0109416405,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.581968,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.515817,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.898423,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.854549,0.0,0.0,19.92467,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.149872,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
La,57.0,13.0,138.90547,1193.0,3.0,6.0,207.0,1.1,2.0,0.0,1.0,0.0,3.0,0.0,0.0,9.0,0.0,9.0,36.8975,0.0,0.0,194.0,0.0,11.023902,0.0,0.0,0.0,0.0,12.642151,0.0,1.8032311,0.0,0.0,0.0,0.0,0.0,22.226618,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.007631,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9942402,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.464756,0.0,0.0,0.0,0.0,0.0,11.368409,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.507275,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.048392,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.456249,0.0,0.1953385,0.9760617,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.189848,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.1509144,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.9435885,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.261727,0.0,0.0,12.617092,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.9596686,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ce,58.0,15.0,140.116,1071.0,3.0,6.0,204.0,1.12,2.0,0.0,1.0,1.0,4.0,0.0,0.0,9.0,13.0,22.0,37.24,0.0,0.0,194.0,0.0,5.311915,0.0,0.0,0.0,0.0,10.134083,0.0,5.570664,0.0,0.0,0.0,0.0,0.0,19.096058,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.68539,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.43583,0.0,0.0,0.0,0.0,0.0,5.0737586,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.89394206,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.57742,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.761527,0.0,3.726328,2.1245375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0205848,2.0840988,0.0,0.0,0.0,0.0,0.0,10.208057,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.78146565,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.38446704,0.0,0.0,0.0,0.0,4.1801715,0.0,0.0,0.0
Pr,59.0,17.0,140.90765,1204.0,3.0,6.0,203.0,1.13,2.0,0.0,0.0,3.0,5.0,0.0,0.0,0.0,11.0,11.0,35.675,0.0,0.0,194.0,0.0,2.8285658,0.0,0.0,0.0,0.0,16.970928,0.0,7.78557,0.0,0.0,0.0,1.7548541,0.0,16.193596,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.346409,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.267097,0.0,0.0,0.0,0.0,0.0,1.4504769,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.726931,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.964854,0.0,4.8722467,2.0828552,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.282021,5.5481877,0.0,0.0,0.0,0.0,0.0,9.48507,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6105503,0.0,0.0,0.0,0.0,7.743814,0.0,0.0,0.0
Nd,60.0,19.0,144.242,1294.0,3.0,6.0,201.0,1.14,2.0,0.0,0.0,4.0,6.0,0.0,0.0,0.0,10.0,10.0,34.81,0.0,0.0,194.0,0.0,5.444849,0.0,0.0,0.0,0.0,14.473673,0.0,6.051408,0.0,0.0,0.0,0.0,0.0,17.729273,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.52726,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.25668,0.0,0.0,0.0,0.0,0.0,4.3510838,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1159844,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.088541,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.950215,0.0,4.2287908,2.241865,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0668514,1.650275,0.0,0.0,0.0,0.0,0.0,12.119605,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2140796,0.0,0.0,0.0,0.0,5.4103656,0.0,0.0,0.0
Pm,61.0,21.0,145.0,1373.0,3.0,6.0,199.0,1.155,2.0,0.0,0.0,5.0,7.0,0.0,0.0,0.0,9.0,9.0,33.8425,0.0,0.0,194.0,0.0,0.0,0.0,0.0,0.0,0.0,0.28314817,0.0,0.0,0.0,10.094377,0.0,5.1631265,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.014513,6.582177,0.0,8.643478,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.684421,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19541492,0.0,11.480028,0.0,7.739034,0.0,0.0,0.0,0.0,0.0,0.0,9.977333,0.0,0.0,0.0,31.284027,0.0,0.0,0.0,9.139722,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.529951,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.058232,0.0,0.0,31.261103,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.963666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.2685575,11.597879,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.359582,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.9680257,0.0,9.296093,0.0,0.0,0.0,3.344103,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.382272,0.0,5.4948316,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.34868157,0.0,0.0,0.0,0.0,0.0,0.0,4.947631,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.469538,0.0,8.554217,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.523349,0.0
Sm,62.0,23.0,150.36,1345.0,3.0,6.0,198.0,1.17,2.0,0.0,0.0,6.0,8.0,0.0,0.0,0.0,8.0,8.0,33.23,0.0,0.0,166.0,0.0,0.0,0.0,0.0,0.0,0.0,15.351883,0.0,10.055796,0.0,0.0,0.0,10.4435425,0.0,13.600206,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.887867,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7239991,0.0,0.0,0.0,0.0,15.026006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.578274,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.181662,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.398126,0.0,5.756525,0.48133004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.710274,12.760424,0.0,0.0,0.0,0.0,0.0,5.017285,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0036902698,0.0,0.0,0.0,0.0,0.0,3.2833307,0.0,0.0,0.0,0.0,15.52549,0.0,0.0,0.0
Eu,63.0,25.0,151.964,1095.0,3.0,6.0,198.0,1.185,2.0,0.0,0.0,7.0,9.0,0.0,0.0,0.0,7.0,7.0,36.46,0.0,0.0,229.0,0.0,0.4274239,0.0,0.0,0.0,0.0,13.868051,0.0,6.6168966,0.0,0.0,0.0,5.5306177,0.0,10.449707,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.880994,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.56896,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.1201725,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.09853,0.0,5.1004868,1.7158208,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.166656,7.3582363,0.0,0.0,0.0,0.0,0.0,9.982562,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9792999,0.0,0.0,0.0,0.0,9.065581,0.0,0.0,0.0
Gd,64.0,27.0,157.25,1586.0,3.0,6.0,196.0,1.2,2.0,0.0,1.0,7.0,10.0,0.0,0.0,9.0,7.0,16.0,32.05,0.0,0.0,194.0,0.0,1.2337635,0.0,0.0,0.0,0.0,4.68861,0.0,7.1721716,0.0,0.0,0.0,4.1077847,0.0,15.450869,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9350236,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.460313,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.293434,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.372586,0.0,0.0,0.0,0.046916623,0.0,0.0,0.0,0.0,1.072154,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.074037,0.0,5.521395,2.0821242,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.6966515,7.024278,0.0,0.0,0.0,0.0,0.0,14.498191,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.30367953,0.0,1.1925447,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.029676,0.0,0.0,0.0,0.0,11.169426,0.0,0.0,0.0
Tb,65.0,29.0,158.92535,1629.0,3.0,6.0,194.0,1.21,2.0,0.0,0.0,9.0,11.0,0.0,0.0,0.0,5.0,5.0,31.7366666667,0.0,0.0,194.0,0.0,0.2800625,0.0,0.0,0.0,0.0,4.3135138,0.0,7.33559,0.0,0.0,0.0,7.4023786,0.0,12.260402,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.149014,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.756743,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.4681537,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.334636,0.0,4.208876,1.1041834,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.1495824,10.692882,0.0,0.0,0.0,0.0,0.0,10.388302,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.311669,0.0,0.0,0.0,0.0,13.671047,0.0,0.0,0.0
Dy,66.0,31.0,162.5,1685.0,3.0,6.0,192.0,1.22,2.0,0.0,0.0,10.0,12.0,0.0,0.0,0.0,4.0,4.0,31.24,0.0,0.0,194.0,0.0,0.0,0.0,0.0,0.0,0.0,3.557673,0.0,9.824741,0.0,0.0,0.0,10.156253,0.0,10.222948,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.473307,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7862533,0.0,0.0,0.0,0.0,14.240167,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.4689236,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.326143,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.268724,0.0,4.711968,0.575415,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.078889,13.631079,0.0,0.0,0.0,0.0,0.0,9.874049,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06758857,0.0,0.0,0.0,0.0,0.0,2.571895,0.0,0.0,0.0,0.0,18.007862,0.0,0.0,0.0
