pairs,sub
Cd Tc,0.9952654463639726
Cd Te,0.9975234091845145
Cd Th,0.9961645071733578
Cd Ti,0.9980367315984842
Cd Tl,0.9973079852162535
Cd Tm,0.997194251705085
Cd U,0.9971706811906446
Cd V,0.9967281091425901
Cd W,0.9959945310675206
Cd Y,0.99681135664352
C Dy,0.9895918512171961
Cd Yb,0.996635400797181
Cd Zn,0.9981674811333052
Cd Zr,0.997737318990435
Ce Cl,0.9976413001587188
Ce Co,0.9974587771709787
Ce Cr,0.9983833814602422
Ce Cs,0.9975255248452777
Ce Cu,0.9980621713260447
Ce Dy,0.998406275328982
Ce Er,0.9984316564439369
Ce Eu,0.9986637625613507
Ce F,0.9954142767642322
Ce Fe,0.997467123363111
Ce Ga,0.9979342149072294
Ce Gd,0.9983943240828146
Ce Ge,0.9984035528681773
Ce H,0.9958530728172379
Ce Hf,0.9977404832310557
