formula,Li_features,natoms_insum
LiI,"[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]",0
Li3N,"[0.004   0.004   0.019   0.49    3.39025 3.754   2.002   0.566   0.0755
 0.727   0.712   1.036   0.835   0.463   0.94    0.478   0.919   1.594
 0.348   0.086   0.004   0.004   0.004   0.004   0.715   0.391   0.646
 0.63025 0.418   0.544   0.004   0.004   0.004   2.42925 0.7085  0.34725
 0.916  ]",8
LiI,"[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]",0
Li7La3Hf2O12,"[1.5660e+00 3.9980e+00 8.0060e+00 4.0140e+00 6.2000e-02 2.2000e-02
 6.0140e+00 1.1150e+01 7.2460e+00 1.2430e+01 1.4434e+01 1.2133e+01
 1.5250e+01 1.2942e+01 1.4000e-02 1.4000e-02 1.4000e-02 1.4000e-02
 1.4000e-02 1.4000e-02 1.4000e-02 1.4000e-02 1.7340e+00 5.5180e+00
 1.4000e-02 1.4000e-02 1.4000e-02 1.5930e+00 2.9340e+00 1.7940e+00
 1.8380e+00 2.2220e+00 2.2700e+00 6.8700e+00 1.9820e+00 3.4460e+00
 3.0920e+00]",28
Li3N,"[1.5000e-03 1.5000e-03 1.5000e-03 1.5000e-03 1.1750e-01 1.0005e+00
 1.5000e-03 1.5000e-03 1.5000e-03 1.5000e-03 1.5000e-03 1.5000e-03
 1.5000e-03 1.5000e-03 1.5000e-03 1.5000e-03 1.5000e-03 1.9995e+00
 4.1900e-01 7.3000e-02 1.5000e-03 1.5000e-03 1.5000e-03 1.5000e-03
 1.5000e-03 1.5000e-03 1.5000e-03 1.5000e-03 1.5000e-03 1.5000e-03
 1.5000e-03 1.5000e-03 1.5000e-03 1.5075e+00 2.3550e-01 3.9000e-02
 6.4750e-01]",3
Li2NH,"[1.000e-03 1.000e-03 1.000e-03 1.000e-03 1.000e-03 1.000e-03 1.000e-03
 1.000e-03 1.000e-03 1.590e-01 1.999e+00 1.500e-02 4.690e-01 4.910e-01
 1.000e-03 1.000e-03 1.000e-03 1.000e-03 1.000e-03 1.000e-03 1.000e-03
 1.000e-03 1.000e-03 1.000e-03 1.000e-03 1.000e-03 1.000e-03 1.000e-03
 4.310e-01 7.850e-01 1.000e-03 1.000e-03 1.000e-03 1.000e-03 1.000e-03
 1.000e-03 1.000e-03]",2
Li7La3Zr2O12,"[1.5180e+00 3.7420e+00 8.0060e+00 4.2380e+00 7.0000e-02 2.2000e-02
 5.6460e+00 1.1214e+01 7.2780e+00 1.2405e+01 1.4630e+01 1.2169e+01
 1.5198e+01 1.2858e+01 1.4000e-02 1.4000e-02 1.4000e-02 1.4000e-02
 1.4000e-02 1.4000e-02 1.4000e-02 1.4000e-02 1.7340e+00 5.4660e+00
 1.4000e-02 1.4000e-02 1.4000e-02 1.6050e+00 2.9060e+00 1.7860e+00
 1.4000e-02 1.4000e-02 1.4000e-02 6.7340e+00 1.9980e+00 3.4380e+00
 3.0680e+00]",28
Li3N,"[1.5000e-03 1.5000e-03 1.5000e-03 1.5000e-03 1.1750e-01 1.0005e+00
 1.5000e-03 1.5000e-03 1.5000e-03 1.5000e-03 1.5000e-03 1.5000e-03
 1.5000e-03 1.5000e-03 1.5000e-03 1.5000e-03 1.5000e-03 1.9995e+00
 4.1900e-01 7.3000e-02 1.5000e-03 1.5000e-03 1.5000e-03 1.5000e-03
 1.5000e-03 1.5000e-03 1.5000e-03 1.5000e-03 1.5000e-03 1.5000e-03
 1.5000e-03 1.5000e-03 1.5000e-03 1.5075e+00 2.3550e-01 3.9000e-02
 6.4750e-01]",3
Li5La3Nb2O12 ,"[3.372 0.012 0.012 0.012 0.012 0.012 0.024 0.228 5.436 6.312 3.621 7.044
 6.492 6.192 2.505 4.716 4.596 3.096 4.932 3.936 6.504 7.128 0.556 3.612
 0.492 2.244 2.232 0.012 0.012 0.012 1.509 3.468 3.828 0.012 0.012 0.012
 0.012]",24
LiBH4,"[2.000e-03 2.000e-03 2.000e-03 2.000e-03 2.000e-03 2.000e-03 2.000e-03
 2.000e-03 2.000e-03 1.502e+00 7.580e-01 3.774e+00 2.030e+00 2.034e+00
 2.000e-03 2.000e-03 2.000e-03 2.000e-03 2.000e-03 2.000e-03 1.614e+00
 2.038e+00 2.000e-03 2.000e-03 2.000e-03 2.000e-03 2.000e-03 5.770e-01
 1.042e+00 8.410e-01 2.000e-03 2.000e-03 2.000e-03 2.000e-03 2.000e-03
 2.000e-03 2.000e-03]",4
LiFePO4 ,"[2.000e-03 2.000e-03 2.000e-03 2.000e-03 2.000e-03 2.000e-03 2.000e-03
 2.000e-03 2.000e-03 2.000e-03 2.000e-03 2.000e-03 2.000e-03 2.000e-03
 2.000e-03 2.000e-03 2.000e-03 1.194e+00 3.034e+00 1.778e+00 2.000e-03
 2.000e-03 9.060e-01 3.426e+00 2.000e-03 2.000e-03 2.000e-03 1.126e+00
 1.318e+00 8.330e-01 2.000e-03 2.000e-03 2.000e-03 2.000e-03 2.000e-03
 2.000e-03 2.000e-03]",4
Li10GeP2S12,"[4.0160e+00 1.6000e-02 1.6000e-02 1.4400e-01 1.2864e+01 1.4846e+01
 1.6000e-02 1.6000e-02 1.6000e-02 2.0200e+00 8.8800e-01 1.9800e+00
 2.0960e+00 2.1200e+00 1.6000e-02 1.6000e-02 1.6000e-02 9.5160e+00
 7.2600e+00 7.5720e+00 5.3320e+00 7.1480e+00 8.0000e-03 3.2000e+00
 8.0400e-01 3.4240e+00 5.7280e+00 6.2400e-01 1.6800e+00 2.2880e+00
 9.5200e-01 8.0800e-01 2.0480e+00 3.3510e+00 1.9600e-01 1.1600e+00
 8.2400e-01]",32
LiF,"[1.250e-01 3.370e+00 3.174e+00 8.460e-01 2.000e-03 2.000e-03 2.000e-03
 2.000e-03 2.000e-03 1.030e+00 2.126e+00 1.150e+00 1.290e+00 1.318e+00
 1.482e+00 1.578e+00 1.426e+00 2.000e-03 2.000e-03 2.000e-03 1.038e+00
 1.058e+00 2.000e-03 2.000e-03 2.000e-03 2.000e-03 2.000e-03 2.000e-03
 2.000e-03 2.000e-03 2.000e-03 2.000e-03 2.000e-03 1.122e+00 4.170e-01
 1.002e+00 3.100e-01]",4
Li3N,"[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]",0
LiI,"[4.700e-02 1.000e-03 1.000e-03 1.000e-03 1.000e-03 1.000e-03 1.000e-03
 1.000e-03 1.000e-03 1.000e-03 1.000e-03 1.000e-03 1.000e-03 1.000e-03
 1.650e-01 1.889e+00 1.423e+00 3.770e-01 1.875e+00 7.690e-01 1.000e-03
 1.000e-03 1.000e-03 1.000e-03 1.000e-03 1.000e-03 1.000e-03 1.000e-03
 1.000e-03 1.000e-03 2.330e-01 5.250e-01 2.150e-01 1.000e-03 1.000e-03
 1.000e-03 1.000e-03]",2
Li3PO4,"[4.100e-02 2.000e-03 2.000e-03 2.000e-03 2.000e-03 2.000e-03 2.000e-03
 2.000e-03 2.000e-03 4.700e-01 3.750e+00 7.700e-02 1.226e+00 1.270e+00
 2.000e-03 2.000e-03 2.000e-03 2.000e-03 2.000e-03 2.000e-03 2.000e-03
 2.000e-03 2.000e-03 2.000e-03 2.000e-03 2.000e-03 2.000e-03 2.000e-03
 2.000e-03 2.000e-03 2.000e-03 2.000e-03 2.000e-03 2.000e-03 2.000e-03
 2.000e-03 2.000e-03]",4
LiI,"[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]",0
LiAlSi2O6,"[1.000e-03 1.639e+00 4.710e-01 4.450e-02 1.000e-03 1.000e-03 1.000e-03
 1.000e-03 1.000e-03 1.007e+00 1.150e-01 1.315e+00 1.135e+00 8.590e-01
 1.000e-03 1.000e-03 1.000e-03 6.790e-01 7.610e-01 7.410e-01 1.000e-03
 1.000e-03 1.000e-03 1.000e-03 1.000e-03 1.000e-03 1.000e-03 1.000e-03
 1.000e-03 1.000e-03 3.970e-01 2.810e-01 2.810e-01 1.000e-03 1.000e-03
 1.000e-03 1.000e-03]",2
LiI,"[0.185  0.006  0.006  0.006  0.006  0.006  2.518  4.838  3.926  2.254
 5.661  1.886  3.793  3.858  2.013  2.626  3.009  0.974  1.902  1.37
 3.673  4.47   0.5105 2.842  1.058  2.222  1.734  0.006  0.006  0.006
 0.238  0.57   1.002  0.006  0.006  0.006  0.006 ]",12
LiFePO4 ,"[2.000e-03 2.000e-03 2.000e-03 2.000e-03 2.000e-03 2.000e-03 2.000e-03
 2.000e-03 2.000e-03 2.000e-03 2.000e-03 2.000e-03 2.000e-03 2.000e-03
 2.000e-03 2.000e-03 2.000e-03 1.198e+00 3.046e+00 1.782e+00 2.000e-03
 2.000e-03 9.220e-01 3.466e+00 2.000e-03 2.000e-03 2.000e-03 1.142e+00
 1.326e+00 8.580e-01 2.000e-03 2.000e-03 2.000e-03 2.000e-03 2.000e-03
 2.000e-03 2.000e-03]",4
Li7La3Zr2O12 ,"[28.59   0.03   0.03   0.318 18.51  15.054  2.67   7.326  4.782  8.958
  7.674  8.91  10.494  8.922  3.726  3.918  4.638  0.03   0.03   0.03
  3.438  5.058  6.292  4.158  2.946  2.286  2.718  2.526  1.902  2.238
  2.286  1.902  1.842  4.11   1.578  4.374  3.15 ]",60
LiZr2(PO4)3,"[1.000e-03 1.000e-03 1.000e-03 1.000e-03 1.000e-03 1.000e-03 1.000e-03
 1.000e-03 1.000e-03 1.000e-03 1.000e-03 1.000e-03 1.000e-03 1.000e-03
 1.000e-03 1.000e-03 1.000e-03 8.730e-01 5.190e-01 2.385e-01 1.000e-03
 1.000e-03 8.100e-02 1.675e+00 1.000e-03 1.000e-03 1.000e-03 1.000e-03
 1.000e-03 1.000e-03 1.000e-03 1.000e-03 1.000e-03 1.000e-03 1.000e-03
 1.000e-03 1.000e-03]",2
Li3PO4,"[4.000e-02 2.640e-01 3.464e+00 7.944e+00 1.088e+00 1.500e-01 8.000e-03
 8.000e-03 8.000e-03 7.931e+00 8.104e+00 8.364e+00 9.251e+00 8.660e+00
 2.147e+00 3.788e+00 4.576e+00 8.000e-03 8.000e-03 8.000e-03 1.028e+00
 9.960e-01 1.180e+00 1.648e+00 4.080e-01 5.870e-01 1.484e+00 1.932e+00
 2.104e+00 2.568e+00 8.000e-03 8.000e-03 8.000e-03 3.216e+00 2.560e-01
 1.268e+00 9.080e-01]",16
LiI,"[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]",0
LiI,"[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]",0
LiFePO4 ,"[2.000e-03 2.000e-03 2.000e-03 2.000e-03 2.000e-03 2.000e-03 1.974e+00
 1.306e+00 2.454e+00 2.000e-03 2.000e-03 2.000e-03 2.000e-03 2.000e-03
 2.000e-03 2.000e-03 2.000e-03 1.106e+00 2.534e+00 2.294e+00 1.578e+00
 2.334e+00 2.000e-03 2.000e-03 2.000e-03 2.000e-03 2.000e-03 2.000e-03
 2.000e-03 2.000e-03 2.000e-03 2.000e-03 2.000e-03 2.000e-03 2.000e-03
 2.000e-03 2.000e-03]",4
Li10GeP2S12,"[6.368e+00 1.600e-02 1.600e-02 1.600e-02 1.600e-02 1.600e-02 2.400e-01
 1.600e-02 2.784e+00 7.356e+00 2.452e+00 7.296e+00 6.736e+00 3.482e+00
 1.600e-02 1.600e-02 1.600e-02 8.904e+00 6.520e+00 6.357e+00 1.600e-02
 1.600e-02 8.000e-03 2.464e+00 7.680e-01 3.192e+00 5.184e+00 4.000e-01
 1.408e+00 1.664e+00 1.308e+00 1.896e+00 2.848e+00 6.144e+00 6.480e-01
 2.400e+00 1.920e+00]",32
LiF,"[0.1765 0.001  0.001  0.001  0.001  0.001  0.001  0.001  0.001  0.001
 0.001  0.001  0.001  0.001  0.423  0.549  0.729  0.001  0.001  0.001
 0.001  0.001  0.001  0.001  0.283  0.199  0.411  0.001  0.001  0.001
 0.001  0.001  0.001  0.001  0.001  0.001  0.001 ]",2
Li2NH,"[1.000e-03 1.000e-03 1.000e-03 1.000e-03 1.000e-03 1.000e-03 1.000e-03
 1.000e-03 1.000e-03 1.590e-01 1.999e+00 1.500e-02 4.690e-01 4.910e-01
 1.000e-03 1.000e-03 1.000e-03 1.000e-03 1.000e-03 1.000e-03 1.000e-03
 1.000e-03 1.000e-03 1.000e-03 1.000e-03 1.000e-03 1.000e-03 1.000e-03
 4.310e-01 7.850e-01 1.000e-03 1.000e-03 1.000e-03 1.000e-03 1.000e-03
 1.000e-03 1.000e-03]",2
LiZr2(PO4)3,"[3.800e-02 2.600e-02 8.100e-01 3.414e+00 1.174e+00 1.620e-01 1.230e+00
 3.020e-01 6.300e-01 2.000e-03 2.000e-03 2.000e-03 2.000e-03 2.000e-03
 8.420e-01 8.740e-01 8.460e-01 2.000e-03 2.000e-03 2.000e-03 9.620e-01
 1.174e+00 5.325e-02 8.300e-01 2.000e-03 2.000e-03 2.000e-03 4.380e-01
 7.140e-01 3.780e-01 3.100e-01 6.220e-01 3.300e-01 8.580e-01 3.340e-01
 5.940e-01 3.580e-01]",4
LiF,"[0.297 0.002 0.002 0.002 0.002 0.002 0.002 0.002 0.002 0.002 0.002 0.002
 0.002 0.002 1.354 1.382 1.238 0.002 0.002 0.002 0.906 0.726 0.002 0.002
 0.73  0.798 0.758 0.002 0.002 0.002 0.002 0.002 0.002 0.002 0.002 0.002
 0.002]",4
Li3Fe(MoO4)3,"[1.8700e-01 2.3600e+00 4.7600e-01 3.6000e-02 8.0000e-03 8.0000e-03
 4.3000e-01 1.7120e+00 7.1200e+00 3.1240e+00 5.0000e-01 3.2760e+00
 2.2280e+00 1.3080e+00 8.0000e-03 8.0000e-03 8.0000e-03 3.2110e+00
 1.1516e+01 6.0280e+00 8.0000e-03 8.0000e-03 9.2600e-01 1.6790e+00
 4.2300e-01 1.0680e+00 6.2000e-01 8.0000e-03 8.0000e-03 8.0000e-03
 1.9600e-01 1.3160e+00 1.1000e+00 8.0000e-03 8.0000e-03 8.0000e-03
 8.0000e-03]",16
LiI,"[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]",0
LiFePO4 ,"[2.000e-03 2.000e-03 2.000e-03 2.000e-03 2.000e-03 2.000e-03 2.000e-03
 2.000e-03 2.000e-03 3.845e+00 4.140e-01 3.798e+00 2.582e+00 1.917e+00
 2.000e-03 2.000e-03 2.000e-03 1.378e+00 3.006e+00 1.810e+00 2.000e-03
 2.000e-03 8.060e-01 3.418e+00 2.000e-03 2.000e-03 2.000e-03 1.150e+00
 1.326e+00 8.330e-01 2.000e-03 2.000e-03 2.000e-03 2.000e-03 2.000e-03
 2.000e-03 2.000e-03]",4
Li10GeP2S12,"[1.2000e-02 1.2000e-02 1.2000e-02 1.2000e-02 1.2000e-02 1.2000e-02
 2.8000e-01 1.1800e+00 1.3960e+00 8.1480e+00 3.0240e+00 7.8680e+00
 6.7720e+00 4.7940e+00 1.2000e-02 1.2000e-02 1.2000e-02 2.3000e+00
 1.8360e+00 3.1000e+00 1.1840e+00 3.6440e+00 1.2000e-02 1.2000e-02
 1.2000e-02 1.2000e-02 1.2000e-02 1.2000e-02 1.2000e-02 1.2000e-02
 1.2000e-02 1.2000e-02 1.2000e-02 1.5248e+01 1.9960e+00 4.8280e+00
 6.6800e+00]",24
Li3PO4,"[1.500e-02 3.000e-03 9.000e-03 4.230e-01 5.961e+00 2.307e+00 1.713e+00
 2.391e+00 2.541e+00 3.000e-03 3.000e-03 3.000e-03 3.000e-03 3.000e-03
 3.000e-03 3.000e-03 3.000e-03 1.185e+00 2.127e+00 1.803e+00 1.769e+00
 1.455e+00 3.000e-03 3.000e-03 3.000e-03 3.000e-03 3.000e-03 3.000e-03
 3.000e-03 3.000e-03 3.000e-03 3.000e-03 3.000e-03 3.000e-03 3.000e-03
 3.000e-03 3.000e-03]",6
LiI,"[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]",0
Li3N,"[1.5000e-03 1.5000e-03 1.5000e-03 1.5000e-03 1.1750e-01 1.0005e+00
 1.5000e-03 1.5000e-03 1.5000e-03 1.5000e-03 1.5000e-03 1.5000e-03
 1.5000e-03 1.5000e-03 1.5000e-03 1.5000e-03 1.5000e-03 1.9995e+00
 4.1900e-01 7.3000e-02 1.5000e-03 1.5000e-03 1.5000e-03 1.5000e-03
 1.5000e-03 1.5000e-03 1.5000e-03 1.5000e-03 1.5000e-03 1.5000e-03
 1.5000e-03 1.5000e-03 1.5000e-03 1.5295e+00 2.5950e-01 4.1000e-02
 6.5150e-01]",3
LiAlH4,"[1.540e-01 2.000e-03 2.000e-03 2.000e-03 2.000e-03 2.000e-03 2.282e+00
 2.778e+00 1.378e+00 2.000e-03 2.000e-03 2.000e-03 2.000e-03 2.000e-03
 5.380e-01 1.230e+00 1.434e+00 2.000e-03 2.000e-03 2.000e-03 1.046e+00
 9.860e-01 2.000e-03 1.714e+00 2.000e-03 2.000e-03 2.000e-03 2.740e-01
 6.460e-01 1.334e+00 2.620e-01 5.820e-01 1.110e+00 1.954e+00 1.490e-01
 4.810e-01 9.380e-01]",4
LiI,"[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]",0
LiI,"[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]",0
LiI,"[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]",0
Li3PO4,"[2.3400e-01 6.0000e-03 6.0000e-03 6.0000e-03 6.0000e-03 6.0000e-03
 7.9860e+00 9.3180e+00 1.4260e+00 4.0820e+00 1.0238e+01 3.2540e+00
 6.3660e+00 6.4540e+00 7.0800e-01 1.8220e+00 2.3260e+00 1.0060e+00
 7.1300e-01 1.0180e+00 6.0000e-03 6.0000e-03 7.9800e-01 3.3100e+00
 6.0000e-03 6.0000e-03 6.0000e-03 6.3400e-01 6.3000e-01 4.5800e-01
 6.0000e-03 6.0000e-03 6.0000e-03 6.0000e-03 6.0000e-03 6.0000e-03
 6.0000e-03]",12
LiF,"[5.908e+00 4.000e-03 4.000e-03 4.000e-03 3.720e-01 3.180e+00 4.000e-03
 4.000e-03 4.000e-03 1.308e+00 3.240e-01 1.204e+00 9.240e-01 6.360e-01
 4.000e-03 4.000e-03 4.000e-03 2.180e-01 8.920e-01 5.160e-01 4.600e-01
 6.200e-01 2.990e-01 5.080e-01 4.000e-03 4.000e-03 4.000e-03 2.360e-01
 4.360e-01 2.360e-01 4.000e-03 4.000e-03 4.000e-03 5.400e-01 1.700e-01
 2.680e-01 2.180e-01]",8
LiFePO4 ,"[2.000e-03 2.000e-03 2.000e-03 2.000e-03 2.000e-03 2.000e-03 2.000e-03
 2.000e-03 2.000e-03 2.000e-03 2.000e-03 2.000e-03 2.000e-03 2.000e-03
 2.000e-03 2.000e-03 2.000e-03 1.286e+00 2.986e+00 1.766e+00 2.000e-03
 2.000e-03 1.157e+00 3.518e+00 2.000e-03 2.000e-03 2.000e-03 1.146e+00
 1.350e+00 9.420e-01 2.000e-03 2.000e-03 2.000e-03 2.000e-03 2.000e-03
 2.000e-03 2.000e-03]",4
Li7La3Zr2O12 ,"[1.5500e+00 4.4380e+00 7.9500e+00 3.6380e+00 4.6000e-02 2.2000e-02
 5.5820e+00 1.0878e+01 7.1180e+00 1.2486e+01 1.4450e+01 1.2265e+01
 1.5078e+01 1.2902e+01 1.4000e-02 1.4000e-02 1.4000e-02 1.3340e+00
 4.2940e+00 2.7420e+00 1.4000e-02 1.4000e-02 1.7700e+00 5.5180e+00
 1.4000e-02 1.4000e-02 1.4000e-02 1.5890e+00 2.9980e+00 1.8540e+00
 1.8540e+00 2.2220e+00 2.2220e+00 7.6620e+00 1.9740e+00 3.4460e+00
 3.0540e+00]",28
Li3Fe(MoO4)3,"[3.1200e-01 3.1520e+00 3.5680e+00 1.1120e+00 1.2000e-02 8.0000e-03
 8.0000e-03 8.0000e-03 8.0000e-03 2.2760e+00 3.6300e-01 2.0800e+00
 2.0360e+00 1.9040e+00 8.0000e-03 8.0000e-03 8.0000e-03 3.4000e+00
 9.6550e+00 7.2880e+00 8.0000e-03 8.0000e-03 1.6175e+00 5.2600e+00
 8.0000e-03 8.0000e-03 8.0000e-03 8.0000e-03 8.0000e-03 8.0000e-03
 1.3080e+00 3.0920e+00 1.9800e+00 8.0000e-03 8.0000e-03 8.0000e-03
 8.0000e-03]",16
Li3N,"[1.130e-01 1.718e+00 3.882e+00 2.146e+00 3.000e-02 6.000e-03 2.000e-03
 2.000e-03 2.000e-03 4.380e-01 2.070e+00 9.000e-02 6.620e-01 6.900e-01
 2.000e-03 2.000e-03 2.000e-03 1.618e+00 6.660e-01 7.140e-01 1.022e+00
 1.374e+00 2.000e-03 2.000e-03 5.940e-01 4.980e-01 1.254e+00 2.000e-03
 2.000e-03 2.000e-03 2.000e-03 2.000e-03 2.000e-03 2.000e-03 2.000e-03
 2.000e-03 2.000e-03]",4
LiFePO4 ,"[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]",0
LiFePO4 ,"[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]",0
Li3Fe(MoO4)3,"[3.2000e-02 8.0000e-03 8.0000e-03 8.0000e-03 8.0000e-03 8.0000e-03
 8.0000e-03 8.0000e-03 8.0000e-03 6.2360e+00 4.0700e-01 6.1400e+00
 4.7240e+00 3.3120e+00 8.0000e-03 8.0000e-03 8.0000e-03 2.9160e+00
 1.0900e+01 7.1480e+00 8.0000e-03 8.0000e-03 9.0325e-01 2.6080e+00
 8.0000e-03 8.0000e-03 8.0000e-03 1.3440e+00 2.2080e+00 8.6400e-01
 2.4700e-01 1.3960e+00 1.1200e+00 8.0000e-03 8.0000e-03 8.0000e-03
 8.0000e-03]",16
Li2NH,"[1.000e-03 1.000e-03 1.000e-03 1.000e-03 1.000e-03 1.000e-03 1.000e-03
 1.000e-03 1.000e-03 1.590e-01 1.999e+00 1.500e-02 4.690e-01 4.910e-01
 1.000e-03 1.000e-03 1.000e-03 1.000e-03 1.000e-03 1.000e-03 1.000e-03
 1.000e-03 1.000e-03 1.000e-03 1.000e-03 1.000e-03 1.000e-03 1.000e-03
 4.310e-01 7.850e-01 1.000e-03 1.000e-03 1.000e-03 1.000e-03 1.000e-03
 1.000e-03 1.000e-03]",2
LiI,"[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]",0
Li3PO4,"[2.700e-02 3.000e-03 3.000e-03 3.000e-03 3.000e-03 3.000e-03 8.690e-01
 1.559e+00 4.710e-01 9.390e-01 5.511e+00 3.330e-01 2.065e+00 2.127e+00
 3.000e-03 3.000e-03 3.000e-03 3.000e-03 3.000e-03 3.000e-03 3.000e-03
 3.000e-03 3.000e-03 3.000e-03 1.450e-01 4.830e-01 1.590e-01 3.000e-03
 3.000e-03 3.000e-03 3.000e-03 3.000e-03 3.000e-03 3.000e-03 3.000e-03
 3.000e-03 3.000e-03]",6
LiI,"[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]",0
Li7La3Zr2O12 ,"[ 3.354    1.986    0.162    0.018    0.018    0.018    0.018    0.018
  0.018    8.796   16.092    9.33    13.572   13.608    5.322    8.202
  7.962    7.818   10.866    5.226    0.018    0.018    6.23275 14.262
  4.554    3.738    4.29     5.028    6.708    7.794    0.018    0.018
  0.018    0.018    0.018    0.018    0.018  ]",36
Li3Fe(MoO4)3,"[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]",0
LiI,"[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]",0
LiI,"[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]",0
Li3Fe(MoO4)3,"[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]",0
LiFePO4 ,"[2.000e-03 2.000e-03 2.000e-03 2.000e-03 2.000e-03 2.000e-03 2.000e-03
 2.000e-03 2.000e-03 3.798e+00 3.980e-01 3.758e+00 2.550e+00 1.894e+00
 2.000e-03 2.000e-03 2.000e-03 1.170e+00 3.002e+00 1.754e+00 2.000e-03
 2.000e-03 8.820e-01 3.406e+00 2.000e-03 2.000e-03 2.000e-03 1.126e+00
 1.310e+00 8.180e-01 2.000e-03 2.000e-03 2.000e-03 2.000e-03 2.000e-03
 2.000e-03 2.000e-03]",4
L.pickle,"[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]",0
Li10GeP2S12,"[11.556  0.02   0.052  1.6   19.284  9.748  3.316  3.3    7.956  7.444
  3.372  8.164  6.8    5.416  7.652  4.372  4.32   5.684  3.06   4.26
  0.02   0.02   0.02   0.02   1.888  3.268  3.732  1.208  2.488  2.68
  1.848  4.488  4.5    5.732  0.86   2.304  2.068]",40
